kB,reclen,write,rewrite,read,reread,randomread,randomwrite,bkwdread,recordrewrite,strideread,fwrite,frewrite,fread,freread,version,build,cachesize_kB,cachelinesize_kB,file_stride,id
524288,16384,1153825,4137470,11060661,6683944,11246946,4229112,10940207,5902026,10650219,3656301,3572587,10834878,11715951,3.489,linux-AMD64,1024,32,17,iozone-100.out
64,4,432398,347801,1255511,1163036,1087638,1226821,3057153,2222043,4988978,1722886,2133730,5860307,4564786,3.489,linux-AMD64,1024,32,17,iozone-10.out
64,8,799377,2772930,9318832,5389653,6271021,2467108,5389653,3057153,9318832,2772930,3057153,10402178,7100397,3.489,linux-AMD64,1024,32,17,iozone-10.out
64,16,913649,3057153,10402178,4018152,5283570,1768283,4274062,2298136,12902017,3363612,4274062,10821524,10402178,3.489,linux-AMD64,1024,32,17,iozone-10.out
64,32,566551,4018152,12902017,9318832,12902017,3057153,6421025,4564786,12902017,2203800,3363612,7940539,7940539,3.489,linux-AMD64,1024,32,17,iozone-10.out
64,64,983980,4897948,9006179,20962191,10402178,3738358,9318832,3791156,15972885,3738358,4274062,10402178,15972885,3.489,linux-AMD64,1024,32,17,iozone-10.out
128,4,688467,2098744,6406138,1939522,2166499,876086,3867787,2367096,3867787,1598754,2066432,5847904,4934216,3.489,linux-AMD64,1024,32,17,iozone-10.out
128,8,864797,2985839,5325799,3106789,3759450,1471662,3895854,3468030,8548124,2727923,3053774,9795896,6727225,3.489,linux-AMD64,1024,32,17,iozone-10.out
128,16,816154,1997245,12542043,5784891,8036304,3124872,8036304,4717434,9795896,3277486,4135958,7082197,5784891,3.489,linux-AMD64,1024,32,17,iozone-10.out
128,32,948860,4267461,15881078,7582312,9977956,3657016,10779307,5122535,16365173,4444086,3124872,12842051,11720614,3.489,linux-AMD64,1024,32,17,iozone-10.out
128,64,1130717,4934216,11720614,10779307,11720614,4407601,12842051,6114306,21643049,4934216,7917784,21643049,16365173,3.489,linux-AMD64,1024,32,17,iozone-10.out
128,128,1196221,3657016,10779307,25804035,25804035,5325799,12842051,4717434,20804356,5122535,5325799,20804356,25804035,3.489,linux-AMD64,1024,32,17,iozone-10.out
256,4,718796,2170027,6073004,4572895,4734192,1729594,4422226,2371308,4652146,2118645,2118645,5687020,5841722,3.489,linux-AMD64,1024,32,17,iozone-10.out
256,8,907792,3123106,9868433,6554972,8024634,2943325,7571923,3770085,7965107,3087188,3087188,9868433,9778562,3.489,linux-AMD64,1024,32,17,iozone-10.out
256,16,1062263,3511189,13454450,8271916,12228612,3879045,11207494,5217259,12812277,3410808,4054829,13454450,14164395,3.489,linux-AMD64,1024,32,17,iozone-10.out
256,32,1169901,4734192,8888172,5117791,8534922,3865082,13454450,6213578,18259146,5022044,5117791,16828306,18259146,3.489,linux-AMD64,1024,32,17,iozone-10.out
256,64,1231629,4332998,16072608,11569783,19955913,5022044,16072608,6891544,12228612,6107548,6249745,21558614,21134280,3.489,linux-AMD64,1024,32,17,iozone-10.out
256,128,1243036,5320671,15164624,15164624,19591792,2880164,9518507,6249745,21558614,4819184,9518507,21558614,21558614,3.489,linux-AMD64,1024,32,17,iozone-10.out
256,256,1237306,5455847,11091721,25084087,22940409,5455847,18259146,5455847,19955913,5320671,5540300,21558614,23441229,3.489,linux-AMD64,1024,32,17,iozone-10.out
512,4,722376,2169601,5968453,4571003,2681653,1064266,4620174,2413429,4690818,2032051,2022482,5684095,5760329,3.489,linux-AMD64,1024,32,17,iozone-10.out
512,8,946526,3182373,10044089,6472112,8140399,2739816,7647578,3849877,2975154,1537424,2739816,9304292,9859630,3.489,linux-AMD64,1024,32,17,iozone-10.out
512,16,1036527,4030519,13872122,8140399,12146009,3388236,11374040,5331314,11374040,4000485,4000485,13438092,13872122,3.489,linux-AMD64,1024,32,17,iozone-10.out
