kB,reclen,write,rewrite,read,reread,randomread,randomwrite,bkwdread,recordrewrite,strideread,fwrite,frewrite,fread,freread,version,build,cachesize_kB,cachelinesize_kB,file_stride,id
524288,2048,1356312,4711464,14376289,14960786,15431113,4706180,14628576,9749872,15249729,4043773,4041595,14316575,14850257,3.489,linux-AMD64,1024,32,17,iozone-001.out
524288,4096,1358097,4672134,13938617,14300562,15008368,4656897,13943831,9681407,14646601,4023853,4018206,13864183,14337297,3.489,linux-AMD64,1024,32,17,iozone-001.out
524288,8192,1356263,4693544,14340944,14635099,15306305,4687921,14518377,9119022,14362862,4079019,4069425,14130923,14917855,3.489,linux-AMD64,1024,32,17,iozone-001.out
524288,16384,1343780,4609369,13235582,13826177,13987024,4549096,12041273,7101485,13270086,4056858,4081109,11893246,14087290,3.489,linux-AMD64,1024,32,17,iozone-001.out
64,4,842003,3738358,5735102,7100397,4897948,3203069,4564786,4564786,6421025,3363612,3738358,7100397,6271021,3.489,linux-AMD64,1024,32,17,iozone-002.out
64,8,1124074,4988978,15972885,9318832,7940539,4018152,7100397,5860307,12902017,4274062,4897948,12902017,10402178,3.489,linux-AMD64,1024,32,17,iozone-002.out
64,16,1168097,5283570,22737791,15972885,10821524,4564786,9006179,6421025,15972885,4897948,5735102,15972885,12902017,3.489,linux-AMD64,1024,32,17,iozone-002.out
64,32,1163036,4274062,22737791,20962191,15972885,4897948,10821524,7100397,20962191,5735102,10821524,20962191,20962191,3.489,linux-AMD64,1024,32,17,iozone-002.out
64,64,1232453,5735102,34389688,64000000,20962191,6421025,15972885,6421025,22737791,6421025,6421025,20962191,34389688,3.489,linux-AMD64,1024,32,17,iozone-002.out
128,4,1162547,3867787,8036304,8414153,6045455,2727923,5545860,4407601,5784891,3759450,3759450,7582312,7476717,3.489,linux-AMD64,1024,32,17,iozone-002.out
128,8,1281909,4934216,12842051,14200794,10779307,4557257,8548124,6114306,10567140,4934216,4934216,12542043,12842051,3.489,linux-AMD64,1024,32,17,iozone-002.out
128,16,1306873,5603747,21643049,20804356,15881078,5325799,12842051,7582312,15881078,5847904,6114306,18637664,18637664,3.489,linux-AMD64,1024,32,17,iozone-002.out
128,32,1373754,5784891,21643049,25804035,21643049,5784891,15881078,8036304,21643049,5122535,7176872,20804356,20804356,3.489,linux-AMD64,1024,32,17,iozone-002.out
128,64,1377278,6114306,25804035,25804035,25804035,6114306,15881078,7476717,25804035,5784891,11720614,25804035,25804035,3.489,linux-AMD64,1024,32,17,iozone-002.out
128,128,1291158,6406138,31945770,31945770,25804035,6045455,18637664,6406138,25804035,6114306,6406138,25804035,31945770,3.489,linux-AMD64,1024,32,17,iozone-002.out
256,4,1197295,3511189,7965107,7965107,5971678,3368013,5687020,4477549,6107548,3770085,3705040,7518900,7735574,3.489,linux-AMD64,1024,32,17,iozone-002.out
256,8,1332507,4929815,12812277,12812277,10245071,4477549,9114515,6398720,9778562,4734192,4734192,12228612,12812277,3.489,linux-AMD64,1024,32,17,iozone-002.out
256,16,1376935,5569035,17096249,17096249,14353744,5117791,12812277,7791708,16828306,4672389,5569035,17096249,16828306,3.489,linux-AMD64,1024,32,17,iozone-002.out
256,32,1400278,5810112,23441229,21558614,19591792,5717301,17096249,8534922,21134280,6249745,6398720,21134280,21558614,3.489,linux-AMD64,1024,32,17,iozone-002.out
256,64,1376935,6107548,25684103,25084087,23441229,6073004,19955913,8271916,25684103,7518900,7518900,19591792,25684103,3.489,linux-AMD64,1024,32,17,iozone-002.out
256,128,1437779,6249745,25084087,28401588,25684103,6398720,19591792,7735574,23441229,4572895,11091721,25684103,25684103,3.489,linux-AMD64,1024,32,17,iozone-002.out
256,256,1407621,6398720,29173251,28401588,22940409,6249745,21134280,6398720,25684103,6249745,6249745,25684103,28401588,3.489,linux-AMD64,1024,32,17,iozone-002.out
512,4,1207261,3849877,7758090,7513788,5951911,3304808,5639315,4494470,5384786,3556580,3415178,7513788,7334159,3.489,linux-AMD64,1024,32,17,iozone-002.out
512,8,1333173,4701087,12499490,12797441,10044089,4411377,9304292,6395018,10044089,4375425,4610256,11943357,12146009,3.489,linux-AMD64,1024,32,17,iozone-002.out
512,16,1395552,5019764,17069844,16049269,14240069,4916336,13109944,7647578,13783088,5227492,5227492,15037801,17069844,3.489,linux-AMD64,1024,32,17,iozone-002.out
512,32,1387437,5760329,21303197,21303197,19037014,5684095,17630404,8528336,21303197,5822804,5278892,19557124,21303197,3.489,linux-AMD64,1024,32,17,iozone-002.out
512,64,1429934,5951911,23139567,23139567,20490142,5807059,19736867,8808176,25624554,5807059,6395018,23139567,23391616,3.489,linux-AMD64,1024,32,17,iozone-002.out
512,128,1442420,6086873,24457224,26908901,23139567,5566231,21516644,8394979,23391616,7309196,7410080,24457224,24457224,3.489,linux-AMD64,1024,32,17,iozone-002.out
512,256,1446306,5384786,25624554,25624554,24457224,6104175,22414989,7540170,25624554,5624545,10911694,23139567,24181823,3.489,linux-AMD64,1024,32,17,iozone-002.out
512,512,1406520,6246213,26908901,26908901,25322398,6228097,21303197,5551840,25624554,6246213,6246213,25624554,25624554,3.489,linux-AMD64,1024,32,17,iozone-002.out
